,game_id,map,team,Round_Win_%,Rank_Diff
354,191637,Nuke,Spirit,0.5652173913043479,-8
355,191671,Nuke,Spirit,0.7647058823529412,-16
356,195249,Nuke,Spirit,0.5588235294117647,-3
357,195371,Nuke,Spirit,0.4666666666666667,-7
358,195795,Nuke,Spirit,0.4482758620689655,-7
359,195933,Nuke,Spirit,0.5909090909090908,-5
360,198557,Nuke,Spirit,0.5909090909090908,-24
361,199367,Nuke,Spirit,0.5416666666666667,-8
362,199896,Nuke,Spirit,0.5909090909090908,-18
363,199946,Nuke,Spirit,0.5652173913043479,-13
364,201852,Nuke,Spirit,0.4347826086956522,1
365,203793,Nuke,Spirit,0.6190476190476191,-14
366,203871,Nuke,Spirit,0.5652173913043479,-1
367,204152,Nuke,Spirit,0.409090909090909,-2
368,204216,Nuke,Spirit,0.6842105263157895,1
369,205653,Nuke,Spirit,0.1875,-17
370,206302,Nuke,Spirit,0.4583333333333333,-3
371,209639,Nuke,Spirit,0.2352941176470588,-19
372,210475,Nuke,Spirit,0.409090909090909,-11
373,212532,Nuke,Spirit,0.5416666666666667,-9
374,213525,Nuke,Spirit,0.3809523809523809,3
375,215404,Nuke,Spirit,0.7647058823529412,3
376,216607,Nuke,Spirit,0.7222222222222222,-61
377,218504,Nuke,Spirit,0.35,5
378,221732,Nuke,Spirit,0.5652173913043479,-8
379,221904,Nuke,Spirit,0.5909090909090908,-13
380,229062,Nuke,Spirit,0.8666666666666667,-5
381,164753,Ancient,Falcons,0.4482758620689655,-31
382,164845,Ancient,Falcons,0.4482758620689655,20
383,165213,Ancient,Falcons,0.2352941176470588,12
384,169536,Ancient,Falcons,0.8666666666666667,-32
385,170125,Ancient,Falcons,0.5416666666666666,10
386,170249,Ancient,Falcons,0.1875,2
387,174257,Ancient,Falcons,0.4583333333333333,-6
388,175685,Ancient,Falcons,0.6190476190476191,3
389,176466,Ancient,Falcons,0.4583333333333333,-3
390,181174,Ancient,Falcons,0.4090909090909091,11
391,181352,Ancient,Falcons,0.3157894736842105,8
392,182058,Ancient,Falcons,0.5909090909090909,-13
393,182739,Ancient,Falcons,0.4090909090909091,7
394,182337,Ancient,Falcons,0.5416666666666666,-33
395,183931,Ancient,Falcons,0.4583333333333333,7
396,184865,Ancient,Falcons,0.4347826086956521,13
397,184957,Ancient,Falcons,0.5238095238095238,8
398,186875,Ancient,Falcons,0.4583333333333333,8
399,191544,Ancient,Falcons,0.4090909090909091,9
400,192268,Ancient,Falcons,0.4090909090909091,-136
401,192855,Ancient,Falcons,0.6190476190476191,4
402,193259,Ancient,Falcons,0.6842105263157895,6
403,193350,Ancient,Falcons,0.4090909090909091,4
404,195645,Ancient,Falcons,0.4347826086956521,1
