player,map,N,Stats_kd,Stats_kast,P_kd,P_kast,reject_kd,reject_kast
JamYoung,Ancient,65,0.9748852743923085,0.97758034651969,0.20800356157901123,0.2851681822482229,0,0
JamYoung,Anubis,46,0.9825995168002278,0.9438500202466722,0.7136976241077077,0.027308436660215946,0,1
JamYoung,Inferno,92,0.9853249849290211,0.9711050229753457,0.3933127006701718,0.03862996811832071,0,0
JamYoung,Mirage,73,0.9841956127661547,0.9519052426334929,0.49431442990764013,0.00734095039998842,0,0
JamYoung,Nuke,65,0.9857374826056504,0.913553161813196,0.6597842085759023,0.00024150826624574236,0,1
MaLLby,Ancient,42,0.9662640186524003,0.9828053854711448,0.2460588279299749,0.7689974942333021,0,0
MaLLby,Dust2,49,0.9731536087726548,0.9801946960908869,0.3217628593752284,0.5734478923213211,0,0
MaLLby,Nuke,47,0.9730540552053603,0.9852913038360811,0.3445587251898149,0.8122752361375191,0,0
h1te,Ancient,104,0.9846628311775749,0.9742270686553194,0.27500284361399946,0.03991627158942549,0,0
h1te,Dust2,95,0.9842961373384846,0.9825587608736212,0.3156056520391636,0.23818802612754542,0,0
h1te,Mirage,77,0.9865094734723786,0.9678972069321363,0.5935141356194648,0.04856695090103341,0,0
h1te,Nuke,44,0.9720285662792958,0.9757507348758406,0.35619909373783604,0.47352777176376104,0,0
0SAMAS,Ancient,60,0.972552019507942,0.9823502564988476,0.194223240636396,0.5355996222698853,0,0
0SAMAS,Dust2,79,0.9861709706835086,0.9562406885031876,0.5543628259840586,0.00852737500199951,0,0
0SAMAS,Inferno,43,0.9663025127850955,0.9697565797622785,0.23452305009257352,0.3101387032651446,0,0
0SAMAS,Mirage,43,0.9425358276107072,0.9678768179189065,0.03200265807653232,0.2666731493422013,1,0
FL1T,Ancient,76,0.9741750208676058,0.9891926097125819,0.12324351270354078,0.7716417811300075,0,0
FL1T,Dust2,55,0.9691045795425742,0.933479443702949,0.16778401134005155,0.004558265853502003,0,1
FL1T,Inferno,58,0.9624794568341966,0.9870849562011136,0.07012107542093382,0.7937186639628492,0,0
FL1T,Mirage,60,0.9648213690638888,0.9845697888100106,0.08116036820938782,0.6476691426503676,0,0
Djon8,Ancient,121,0.9743021515028569,0.9850897588077467,0.020426494018869562,0.20471716796652528,0,0
Djon8,Anubis,51,0.9623188802279825,0.9517716590813973,0.10474110997501462,0.03738180598678602,0,0
Djon8,Dust2,75,0.9664957854462931,0.9678948933944606,0.044305105417888895,0.05373711920188791,0,0
Djon8,Mirage,141,0.9851249860678005,0.9888553222828055,0.13135378850605983,0.3200384921939345,0,0
Djon8,Nuke,113,0.9766387965133497,0.9786765561307103,0.04496795392331124,0.06786065278054751,0,0
mantuu,Ancient,97,0.977028815324026,0.9933766244662374,0.08671230652286027,0.9181838494232983,0,0
mantuu,Anubis,84,0.9864726493827065,0.986017063107126,0.5298188288967962,0.5008129235573435,0,0
mantuu,Dust2,64,0.9628178513380693,0.9827186184018489,0.051075978347234326,0.5092404571578419,0,0
mantuu,Inferno,62,0.978338156939104,0.958304550124903,0.34104315001589325,0.03409280083892727,0,0
mantuu,Nuke,76,0.9891440651279723,0.9820378706061016,0.7686697283623818,0.3573013576804754,0,0
laxiee,Ancient,44,0.9629191419068134,0.9732320173065906,0.16719282601010438,0.39144347757574316,0,0
laxiee,Dust2,53,0.9777648884606518,0.9863520246146391,0.42305063984612684,0.8024414905743107,0,0
laxiee,Mirage,50,0.9722490046999659,0.9739513144167794,0.28505275310058065,0.3325469077385341,0,0
FinigaN,Ancient,71,0.9711565035664644,0.9841681091125912,0.10127156500110907,0.512436109066747,0,0
FinigaN,Dust2,52,0.9638875524311787,0.9834969927035526,0.11539848975999617,0.6828215219370795,0,0
draken,Ancient,73,0.983313024307805,0.9814128330639158,0.44721332345076503,0.3565178609118953,0,0
draken,Anubis,74,0.9645570213275241,0.9858020759524784,0.03590602882281012,0.5774539088567386,0,0
draken,Dust2,62,0.9873266088272411,0.9721165746665595,0.7727714671567207,0.1698237937190381,0,0
draken,Inferno,89,0.9894479060479392,0.9910640778915452,0.6975354580028734,0.8115863787798832,0,0
draken,Mirage,140,0.9954432221956688,0.9887493562959965,0.9413850935378506,0.31736940375216083,0,0
draken,Nuke,85,0.9718051080603299,0.9771861121583779,0.05923275172870235,0.1366139522004518,0,0
Tapewaare,Ancient,162,0.9804108116306283,0.974219931552587,0.02139642725438088,0.004014904767315811,0,0
Tapewaare,Anubis,60,0.9665175581974468,0.9876923905939934,0.09838812487181586,0.8068664324249262,0,0
