player,map,N,lambda,VMR,Disp_Stat,P_disp,Chi_stat,P_chi,n_bins,reject_disp,reject_chi
malbsMd,Mirage,87,4.494252873563219,1.225718194254446,105.41176470588235,0.15230604756455943,4.928083093312242,0.5530696241247297,8,0,0
malbsMd,Nuke,47,3.6808510638297873,1.902990701181201,87.53757225433525,0.0004301775933653193,24.958501338767093,5.128567144996358e-05,6,1,1
Patti,Ancient,105,5.761904761904762,1.9041640178003814,198.03305785123968,1.5655090306093592e-07,25.776537350538703,0.0005521258391255124,9,1,1
Patti,Anubis,47,5.617021276595745,2.0632411067193677,94.90909090909092,5.98134356317488e-05,7.461884273121026,0.18849225949746662,7,1,0
Patti,Inferno,97,6.865979381443299,1.3582332332332332,130.3903903903904,0.022479870373291966,4.806274992511761,0.6835906515686889,9,1,0
Patti,Mirage,46,4.391304347826087,1.2902090209020902,58.05940594059406,0.18318371524911584,1.8697698120195763,0.7596958969303377,6,0,0
Patti,Nuke,68,4.720588235294118,0.896963779234668,60.09657320872275,0.5754568686009432,1.729790489672736,0.8851254966660618,7,0,0
sk0R,Ancient,74,5.864864864864865,1.4262988447699008,104.11981566820275,0.019619122904196398,3.6874538628221782,0.8149902006530345,9,1,0
sk0R,Inferno,42,5.9523809523809526,1.5566829268292683,63.824000000000005,0.025488718840966786,11.886468029807915,0.036376985154329376,7,1,1
sk0R,Mirage,47,4.74468085106383,0.6823942288945213,31.39013452914798,0.09864845261756555,4.767634806607659,0.4448914349425075,7,0,0
sk0R,Nuke,65,4.138461538461539,1.214800185873606,77.74721189591078,0.23186261385900792,2.112006021174527,0.8334398956274587,7,0,0
ninjaZ,Ancient,107,5.579439252336448,1.461015770677286,154.86767169179228,0.0027861970000208416,8.609311056701921,0.28193556910980944,9,1,0
ninjaZ,Anubis,44,5.2272727272727275,0.8084934277047522,34.76521739130435,0.3795084902722804,6.587343676241262,0.15936954917044208,6,0,0
ninjaZ,Dust2,54,6.222222222222222,1.7870619946091644,94.7142857142857,0.0007530179679363448,5.612986454989344,0.467907295119535,8,1,0
ninjaZ,Inferno,59,6.322033898305085,1.2187297772025516,70.68632707774799,0.2450579534858292,4.731753480395575,0.5786488445777551,8,0,0
ninjaZ,Mirage,55,5.236363636363636,1.5628858024691359,84.39583333333334,0.010222231806017001,9.354349657006807,0.09573806121576271,7,1,0
ninjaZ,Nuke,98,4.459183673469388,1.392554672202694,135.07780320366132,0.012874189075107668,3.8017303531290167,0.7034867752488481,8,1,0
upE,Ancient,104,6.0673076923076925,1.3289892757681596,136.88589540412045,0.028675377178229454,9.755862006983504,0.20283584062114698,9,1,0
upE,Anubis,64,5.34375,0.9755871159379932,61.461988304093566,0.937358177247306,6.560896033162399,0.3633681830793742,8,0,0
upE,Dust2,83,4.9397590361445785,1.4632361689470554,119.98536585365855,0.00798663902424221,9.694304867751951,0.13812991326016577,8,1,0
upE,Inferno,132,4.545454545454546,1.5563358778625953,203.88,9.459959322228006e-05,17.897317996875532,0.012441972707115384,9,1,1
upE,Nuke,89,4.134831460674158,1.2927371541501975,113.76086956521738,0.06748460359185904,5.494125063481318,0.482167054996822,8,0,0
Bhavi,Ancient,52,6.25,1.1349019607843136,57.88,0.47266144916395814,17.115850373409295,0.008866775619051637,8,0,1
Bhavi,Inferno,42,6.976190476190476,1.2480645966869224,51.17064846416381,0.2652489771542285,1.0545198923470407,0.958049597783428,7,0,0
poiii,Ancient,103,5.349514563106796,1.2011672182484605,122.51905626134297,0.16265997954657926,5.864183488409807,0.43857519911763654,8,0,0
poiii,Anubis,51,4.8431372549019605,1.1263157894736842,56.315789473684205,0.5010456620868038,7.494428528581818,0.18638802012936692,7,0,0
poiii,Dust2,63,5.682539682539683,1.8155523517750944,112.56424581005585,0.0001819664490044238,6.433821334576299,0.2662638172021133,7,1,0
poiii,Inferno,100,5.51,1.043080533098682,103.26497277676954,0.7292785705901493,2.889815394631613,0.8950046216272673,9,0,0
poiii,Mirage,78,4.833333333333333,1.243618450515002,95.75862068965516,0.14524076669750682,4.80261327451117,0.44044151465822623,7,0,0
poiii,Nuke,70,3.9857142857142858,1.0435302062230531,72.00358422939065,0.7575873594516421,5.139112826049386,0.39913982345878796,7,0,0
slaxz-,Ancient,120,4.775,1.3919222139117426,165.63874345549735,0.0061170520053196115,4.490359481605598,0.7218778422615951,9,1,0
slaxz-,Anubis,67,4.417910447761194,1.558046683046683,102.8310810810811,0.005014239554266072,8.479481842220936,0.1317155002180356,7,1,0
slaxz-,Dust2,66,5.636363636363637,1.3245657568238214,86.09677419354838,0.0821707899561947,10.385496195935522,0.10932873421324224,8,0,0
slaxz-,Inferno,84,4.464285714285714,1.513734939759036,125.63999999999999,0.0035158058908425086,15.529954090220212,0.016512067713896246,8,1,1
slaxz-,Mirage,87,4.114942528735632,1.1609718071976092,99.84357541899439,0.29191756432409555,8.037783643159347,0.23534823235564747,8,0,0
shield,Ancient,61,5.459016393442623,1.8536536536536536,111.21921921921923,0.00013111758599706732,9.652097194271128,0.14008832961143364,8,1,0
shield,Dust2,46,5.586956521739131,2.08084738434933,93.63813229571984,5.741880390819078e-05,8.985954570479194,0.10962569602017284,7,1,0
ERSIN,Ancient,53,5.132075471698113,1.3792420814479638,71.72058823529412,0.07251571293275066,7.310766412342379,0.19853499805750083,7,0,0
ERSIN,Mirage,53,4.490566037735849,1.2044279250161603,62.63025210084034,0.2968716784735533,1.4113672480432853,0.842216947014522,6,0,0
Jackinho,Ancient,137,4.978102189781022,1.304144385026738,177.36363636363637,0.019773584498337774,8.421688851137505,0.2968812696819482,9,1,0
Jackinho,Dust2,50,4.88,1.067581130812981,52.31147540983606,0.6933622777730254,1.7492333674547358,0.8826397448509964,7,0,0
Jackinho,Inferno,82,5.634146341463414,1.4747474747474747,119.45454545454545,0.007061925759108405,12.137765732757934,0.09611842205061132,9,1,0
Jackinho,Mirage,124,4.733870967741935,1.2506613481807731,153.8313458262351,0.06236631090589241,12.409223683712982,0.08787929138421378,9,0,0
Jackinho,Nuke,75,3.84,1.8443130630630633,136.47916666666669,2.704753401342361e-05,18.207197571806375,0.002697630046477154,7,1,1
tasman,Ancient,49,5.0,1.2416666666666667,59.6,0.24324322599897452,3.5968668770789556,0.6087837779064326,7,0,0
tasman,Dust2,56,4.0,1.490909090909091,82.0,0.021168886168994476,11.352083363397073,0.04482920604475363,7,1,1
tasman,Mirage,46,5.304347826086956,0.9122040072859746,41.049180327868854,0.7200191694060137,6.886958516246257,0.14198390514531745,6,0,0
ERSIN,Ancient,53,5.132075471698113,1.3792420814479638,71.72058823529412,0.07251571293275066,7.310766412342379,0.19853499805750083,7,0,0
ERSIN,Mirage,53,4.490566037735849,1.2044279250161603,62.63025210084034,0.2968716784735533,1.4113672480432853,0.842216947014522,6,0,0
try,Dust2,84,5.571428571428571,1.5020080321285143,124.66666666666669,0.004223816494906665,9.818136766447633,0.13252256310766353,8,1,0
try,Inferno,69,4.971014492753623,1.224575544503516,83.27113702623909,0.20096862516626432,2.6654268215367853,0.7514009591906122,7,0,0
try,Mirage,84,3.7857142857142856,1.305296658331439,108.33962264150944,0.06479789578378023,12.30631384555058,0.03082328350679136,7,0,1
try,Nuke,81,4.691358024691358,1.6234210526315789,129.8736842105263,0.0007151297549079477,11.897857047670687,0.036214499000492215,7,1,1
NBK-,Ancient,55,5.327272727272727,1.2518012893439519,67.5972696245734,0.2022046910236841,9.91602793734408,0.12823309836717106,8,0,0
xKacpersky,Ancient,92,6.010869565217392,1.2925103829262963,117.61844484629296,0.06339674282007123,4.798220139362311,0.6845717054503919,9,0,0
xKacpersky,Anubis,57,5.754385964912281,1.6464503484320556,92.20121951219511,0.0033095800418578548,5.9776764826641955,0.308397158735585,7,1,0
xKacpersky,Dust2,64,5.34375,1.0528172282558248,66.32748538011695,0.7259245676840035,4.598104682860156,0.5962901459483292,8,0,0
xKacpersky,Mirage,55,5.527272727272727,1.3257797270955165,71.5921052631579,0.10955953600159343,3.4023054897279192,0.6382188154792623,7,0,0
xKacpersky,Nuke,75,4.413333333333333,1.0600146974769333,78.44108761329305,0.6799258710805423,4.139484877253064,0.5295134724014815,7,0,0
Fessor,Ancient,52,5.153846153846154,1.2736318407960197,64.955223880597,0.18110206874064425,3.5243767934340786,0.6197023618929823,7,0,0
Fessor,Mirage,44,5.068181818181818,2.105224736677443,90.52466367713004,6.181821813743465e-05,12.10898511778147,0.033324566985275424,7,1,1
soulfly,Ancient,92,5.684782608695652,1.9134536591515559,174.12428298279158,7.310455129585645e-07,19.21745879184148,0.0075327376658686565,9,1,1
soulfly,Anubis,76,5.631578947368421,1.5666043613707166,117.49532710280374,0.0025003414039730183,2.6876637373549452,0.8469022425722732,8,1,0
soulfly,Dust2,99,5.656565656565657,1.6746355685131196,164.11428571428573,6.515877319762783e-05,24.913905460680276,0.0007859309419707277,9,1,1
soulfly,Inferno,67,5.8059701492537314,1.4000155799641663,92.40102827763498,0.035373614969315036,11.412948317724759,0.04378005042883546,7,1,1
soulfly,Mirage,92,5.673913043478261,1.2283272283272284,111.77777777777779,0.13754526029840636,12.761418015485122,0.07813921032420938,9,0,0
cerber,Ancient,59,5.559322033898305,1.4469091673675356,83.92073170731706,0.02927382868182419,27.905684711778015,9.788432098835443e-05,8,1,1
cerber,Dust2,65,5.7384615384615385,1.4772955764075066,94.54691689008042,0.015619015397204204,12.145224455734368,0.032851153593233894,7,1,1
cerber,Mirage,63,5.142857142857143,1.391577060931899,86.27777777777774,0.0449495807329131,7.467966012876812,0.18809746874424169,7,1,0
tomaszin,Ancient,116,6.155172413793103,1.2420898794300328,142.84033613445376,0.08034407166172895,5.273141866562993,0.7280231899017964,10,0,0
tomaszin,Anubis,89,5.595505617977528,1.3920226359985395,122.49799196787147,0.01775302276027135,5.584695820916176,0.5889885840774141,9,1,0
tomaszin,Dust2,94,5.4361702127659575,1.6518527870715234,153.62230919765167,0.0001561441147865472,4.466030673774602,0.6138748275623065,8,1,0
tomaszin,Inferno,115,5.678260869565217,1.5681470137825422,178.7687595712098,0.00020401318997241783,10.694860819318,0.15249395591359757,9,1,0
tomaszin,Mirage,113,5.115044247787611,1.0185368264953039,114.07612456747404,0.8552977182251124,9.013383853161978,0.17282677043221764,8,0,0
tomaszin,Nuke,97,4.391752577319588,0.9703638497652582,93.15492957746478,0.8735638042985223,6.345565929152987,0.3856129517330471,8,0,0
MiQ,Ancient,54,5.962962962962963,1.6388140161725069,86.85714285714288,0.004617489046932183,5.190056024127477,0.3931287470151732,7,1,0
MiQ,Inferno,60,6.35,1.3870278926998532,81.83464566929133,0.05249937070992994,10.169232009327352,0.11770382941693026,8,0,0
MiQ,Nuke,49,3.877551020408163,0.9631578947368421,46.23157894736842,0.9088925473051036,0.6616099392496901,0.8821943279382357,5,0,0
device,Ancient,77,4.922077922077922,1.324677128176642,100.67546174142478,0.06131831243518586,3.844896334037614,0.5719563434743413,7,0,0
device,Inferno,72,5.597222222222222,1.1759340160067102,83.49131513647643,0.29481926248443224,5.238077914237809,0.5136605161447172,8,0,0
device,Mirage,75,4.96,1.435483870967742,106.2258064516129,0.01671689716427954,4.552344553796573,0.4729106111106187,7,1,0
device,Nuke,84,4.226190476190476,1.0054980485321565,83.456338028169,0.9305892959365577,8.991627251891158,0.17404949622405416,8,0,0
S3NSEY,Ancient,43,5.232558139534884,1.9915343915343915,83.64444444444445,0.00027982050300081295,3.1159463818332465,0.5386129967383646,6,1,0
S3NSEY,Anubis,42,4.880952380952381,1.9408685306365259,79.57560975609756,0.0005739672515809607,13.247917890379904,0.021163030862509282,7,1,1
JT,Ancient,57,5.631578947368421,1.3294392523364484,74.44859813084112,0.10031876981967218,9.32684932290142,0.09671620982182517,7,0,0
JT,Anubis,69,6.086956521739131,1.4289915966386553,97.17142857142856,0.023302735438362716,6.715186317471874,0.34799146656135005,8,1,0
JT,Dust2,46,6.5,1.4068376068376067,63.30769230769231,0.07426638747119278,9.511090871414039,0.14680880681858455,8,0,0
JT,Inferno,59,6.762711864406779,1.9291331777720162,111.88972431077694,5.565466782732154e-05,11.353381701284366,0.07804977744385559,8,1,0
JT,Nuke,56,5.178571428571429,1.4613166144200624,80.37241379310343,0.028897964977859292,4.940152101406487,0.4232277374436533,7,1,0
ztr,Ancient,99,6.040404040404041,1.4322571838099785,140.3612040133779,0.0065100258532241025,2.9203059310419737,0.8922753724899696,9,1,0
ztr,Inferno,100,7.35,1.8150896722325296,179.69387755102042,2.594020442142919e-06,20.022899597152062,0.010249760321814539,10,1,1
ztr,Mirage,99,5.101010101010101,1.0221863002626792,100.17425742574258,0.8401315815867901,7.1077114106810235,0.31100094638561626,8,0,0
ztr,Nuke,81,4.283950617283951,1.4544668587896254,116.35734870317003,0.00993533946560106,14.78276989238379,0.02201526029911179,8,1,1
valde,Ancient,61,6.262295081967213,1.7400523560209424,104.40314136125654,0.0006745815742405384,11.639182522086823,0.07051956729757035,8,1,0
valde,Inferno,71,8.661971830985916,1.457746806039489,102.04227642276422,0.014952224253977815,10.80412807976004,0.1473939970104295,9,1,0
valde,Mirage,57,5.333333333333333,1.174107142857143,65.75000000000001,0.3498642778601496,2.1414161220142427,0.9062437826044463,8,0,0
valde,Nuke,61,5.278688524590164,1.0743271221532087,64.45962732919253,0.6469704568093557,4.16466051606138,0.6544043670986757,8,0,0
saffee,Ancient,66,4.484848484848484,1.4698544698544698,95.54054054054053,0.016271702201099136,2.188328329646855,0.8225200701671196,7,1,0
saffee,Anubis,83,4.433734939759036,1.3433191940615057,110.15217391304347,0.04151975484955806,12.37616624752447,0.05408426368240249,8,1,0
saffee,Mirage,58,4.241379310344827,1.4420196833547285,82.19512195121952,0.03223649297762892,8.045144871669033,0.0899384082267098,6,1,0
saffee,Nuke,74,4.108108108108108,1.711067051189618,124.90789473684211,0.0002992215697396786,10.24450512511698,0.0685964190347095,7,1,0
ragga,Ancient,128,5.546875,1.160785183542198,147.41971830985915,0.2077813071401892,4.9881103186050675,0.6614142610772689,9,0,0
ragga,Anubis,88,4.943181818181818,0.7597040560179681,66.09425287356322,0.09264937118989028,4.8115427564332025,0.5682015997915713,8,0,0
ragga,Dust2,96,5.15625,1.1200637958532695,106.4060606060606,0.3984284629777634,8.224363152179505,0.2221224563883291,8,0,0
ragga,Inferno,56,5.125,1.114412416851441,61.292682926829265,0.5211635568425694,3.404429459719298,0.6378953942031558,7,0,0
ragga,Mirage,116,4.396551724137931,1.569923273657289,180.54117647058823,0.00018409045919805432,16.69288228417299,0.010480754123847087,8,1,1
ragga,Nuke,109,4.3577981651376145,1.7827680311890837,192.53894736842105,2.098522987535008e-06,9.563479545014548,0.14427965508651042,8,1,0
nilo,Ancient,100,4.89,1.3670240234657411,135.3353783231084,0.017955821110286426,9.161005681303449,0.16472364910005963,8,1,0
nilo,Dust2,48,4.5625,0.8478577674147479,39.84931506849315,0.47837695868393576,4.191837583975782,0.3806655668658395,6,0,0
nilo,Inferno,75,4.44,1.0362795227660089,76.68468468468467,0.7850549255916952,3.9202731030375575,0.5609509321731135,7,0,0
nilo,Mirage,108,4.962962962962963,1.1446505788812946,122.47761194029852,0.2909705163877173,8.64939989825493,0.19427670759198176,8,0,0
nilo,Nuke,62,3.5806451612903225,1.3510559740067936,82.41441441441441,0.0705765175553732,5.048034235031084,0.2824042985335985,6,0,0
saffee,Ancient,66,4.484848484848484,1.4698544698544698,95.54054054054053,0.016271702201099136,2.188328329646855,0.8225200701671196,7,1,0
saffee,Anubis,83,4.433734939759036,1.3433191940615057,110.15217391304347,0.04151975484955806,12.37616624752447,0.05408426368240249,8,1,0
saffee,Mirage,58,4.241379310344827,1.4420196833547285,82.19512195121952,0.03223649297762892,8.045144871669033,0.0899384082267098,6,1,0
saffee,Nuke,74,4.108108108108108,1.711067051189618,124.90789473684211,0.0002992215697396786,10.24450512511698,0.0685964190347095,7,1,0
glowiing,Ancient,159,5.943396226415095,1.3486839461523006,213.09206349206352,0.004587195158274287,17.327529459549588,0.026873603937938136,10,1,1
glowiing,Anubis,110,5.845454545454546,1.6297030833107424,177.63763608087092,7.255642293792425e-05,18.74680383220683,0.00901861230271214,9,1,1
glowiing,Dust2,139,6.546762589928058,1.3442267877050484,185.50329670329668,0.008697437376694152,19.171277355143104,0.01397001023170445,10,1,1
glowiing,Mirage,164,5.463414634146342,1.43147458369851,233.33035714285717,0.0005017882967811759,21.12549085545509,0.0035887902198293055,9,1,1
glowiing,Nuke,155,4.748387096774193,1.5578592603049124,239.9103260869565,2.2702791394206942e-05,20.519932726600995,0.00454961137338112,9,1,1
MITHPUTTINI,Ancient,43,5.186046511627907,2.0866965620328846,87.64125560538116,9.308906098241393e-05,13.911622321321087,0.007582528684564966,6,1,1
MITHPUTTINI,Dust2,60,4.866666666666666,1.0689575110285583,63.06849315068494,0.6691364194145408,1.4751354402114474,0.9159212187501773,7,0,0
MITHPUTTINI,Inferno,51,4.882352941176471,1.4144578313253011,70.72289156626506,0.056821732251972006,10.173386369093398,0.07046886802978393,7,0,0
MITHPUTTINI,Mirage,44,4.0,1.372093023255814,59.0,0.1055864650961879,1.2738128428193276,0.7353606680053004,5,0,0
hardzao,Anubis,55,4.163636363636364,1.6168526605207827,87.31004366812228,0.005518571428064392,3.8651495554931623,0.42456338103698554,6,1,0
hardzao,Dust2,78,4.512820512820513,1.1266233766233766,86.74999999999999,0.41910279038818066,1.3804193994280136,0.9264431375779074,7,0,0
hardzao,Mirage,95,4.326315789473684,1.3595278769995336,127.79562043795616,0.02342087401205619,8.024267924223327,0.23633076327118296,8,1,0
hardzao,Nuke,90,4.144444444444445,1.1688104346778319,104.02412868632703,0.26371281286610726,6.158367769294955,0.4056856469263341,8,0,0
chudy,Ancient,43,5.511627906976744,1.4460518384569017,60.734177215189874,0.06130609686959245,2.099373017559059,0.7174875740685902,6,0,0
fino,Ancient,82,4.219512195121951,1.030043531006922,83.43352601156069,0.8090951789292435,2.233736557375181,0.8969959461384626,8,0,0
fino,Anubis,76,3.4473684210526314,0.8462086513994911,63.46564885496183,0.347365256147689,4.439066836796169,0.3498338433662178,6,0,0
fino,Inferno,49,3.6530612244897958,1.6715549348230916,80.2346368715084,0.004845993206431967,3.0013450278569858,0.5576003383949246,6,1,0
fino,Mirage,85,3.7294117647058824,1.113339342045967,93.52050473186122,0.4475716987850729,1.9451393878764072,0.8566828016581719,7,0,0
robo,Ancient,76,6.4868421052631575,1.3586206896551727,101.89655172413795,0.04228516175863827,5.398643361155116,0.6114358602254106,9,1,0
robo,Dust2,74,6.094594594594595,1.7179783130334416,125.41241685144124,0.0002670473213845965,14.648838776474935,0.023171035133883744,8,1,1
robo,Mirage,72,5.263888888888889,1.054182615481809,74.84696569920844,0.7092136584676112,2.864348797743346,0.8256698234050667,8,0,0
robo,Nuke,74,4.445945945945946,1.1532247991006372,84.18541033434651,0.3488658171684336,3.5714998942817013,0.6125974745399007,7,0,0
rigoN,Ancient,101,5.316831683168317,1.6059590316573558,160.59590316573556,0.00023177976224830768,4.564188400568055,0.6007926218310573,8,1,0
rigoN,Anubis,44,4.2272727272727275,0.856714178544636,36.83870967741935,0.5311778060120902,3.030358068176627,0.5527579666721167,6,0,0
rigoN,Dust2,87,5.32183908045977,1.3393440152694767,115.18358531317497,0.03906164565850135,6.303512170610201,0.3900632166709631,8,1,0
rigoN,Mirage,106,4.69811320754717,0.8520940906483073,89.46987951807228,0.27881539107735176,14.83133947705247,0.038223194392674874,9,0,1
mawth,Dust2,47,5.51063829787234,1.8767836159140507,86.33204633204633,0.0005864503311168336,3.5205045055924766,0.6202873319958331,7,1,0
mawth,Mirage,44,5.113636363636363,1.1480103359173126,49.36444444444445,0.46770888160238294,3.764800673485881,0.5837508769495122,7,0,0
neaLaN,Ancient,66,6.136363636363637,1.4585754985754988,94.80740740740742,0.018635657022149893,6.511878130634143,0.3683518779894866,8,1,0
neaLaN,Dust2,81,5.962962962962963,1.4063664596273289,112.5093167701863,0.019400122846832023,3.068191463422031,0.8786230865567926,9,1,0
neaLaN,Inferno,52,5.923076923076923,1.303284950343774,66.46753246753248,0.14321555824500434,9.351916740083633,0.09582422895754436,7,0,0
neaLaN,Mirage,80,5.15,1.4506574904756053,114.60194174757282,0.010964607602938258,10.808412309197537,0.0944812520359093,8,1,0
Bibu,Ancient,88,5.886363636363637,1.4544889717303509,126.54054054054053,0.007267507917959503,13.43382486551191,0.06221779540167159,9,1,0
Bibu,Dust2,88,4.681818181818182,1.5542908157571702,135.2233009708738,0.001433757233096677,4.038792181756424,0.543844461243628,7,1,0
Bibu,Inferno,55,5.8,1.7330779054916987,93.58620689655174,0.0013455757531611837,4.442153075270643,0.4876602645112279,7,1,0
Bibu,Mirage,61,4.60655737704918,1.5505338078291817,93.0320284697509,0.008048090929028843,4.20690182695186,0.5200280256826911,7,1,0
Bibu,Nuke,54,4.037037037037037,1.5045871559633033,79.74311926605507,0.020399852425953737,5.010715428200793,0.28619979143742624,6,1,0
ANSG1,Nuke,51,4.0588235294117645,1.3739130434782612,68.69565217391306,0.08152244255027379,1.8368801666679029,0.7657284437948948,6,0,0
ottob,Dust2,42,4.428571428571429,1.7970102281667977,73.6774193548387,0.002610774866066482,10.751555659967051,0.02950275194147573,6,1,1
ottob,Nuke,52,3.3653846153846154,2.01624649859944,102.82857142857145,4.7033049821107e-05,18.012200470626865,0.0012273409183535986,6,1,1
Pipw,Ancient,52,5.0576923076923075,1.1352419294714085,57.89733840304183,0.47168993887037386,1.011176396050191,0.961659291605955,7,0,0
Pipw,Anubis,74,4.824324324324325,0.9901768926748783,72.28291316526611,0.9965793473769574,5.647274669009428,0.342066742831556,7,0,0
Pipw,Mirage,46,4.586956521739131,1.507424960505529,67.8341232227488,0.030984985361297665,1.269676483687887,0.8664989539491559,6,1,0
Pipw,Nuke,61,3.6885245901639343,1.2429629629629626,74.57777777777777,0.19502955344832087,5.560565816865149,0.2344567699224961,6,0,0
oskar,Ancient,94,4.042553191489362,1.2656479909451046,117.70526315789473,0.0854305087194417,2.4061510473028918,0.8788194584847525,8,0,0
oskar,Anubis,72,4.263888888888889,1.1032252144790569,78.32899022801303,0.5153176108155122,0.5351737939866277,0.9907786911856991,7,0,0
oskar,Dust2,47,4.170212765957447,1.2335847382431233,56.744897959183675,0.2663225684693038,1.52855063140685,0.8215723328659799,6,0,0
oskar,Inferno,77,4.337662337662338,1.9693507721399306,149.67065868263472,1.948748806001595e-06,19.102395542662094,0.0039941527598041406,8,1,1
oskar,Mirage,91,3.8351648351648353,1.2009551098376312,108.0859598853868,0.18817947194964196,4.906742873661962,0.42736721656380716,7,0,0
oskar,Nuke,102,3.549019607843137,1.4262895902849955,144.05524861878456,0.006384696927391281,8.945928309001449,0.11124042971585699,7,1,0
roman,Ancient,59,5.135593220338983,1.2855354500967342,74.56105610561058,0.14094163975890855,5.586515900801324,0.3485523314509557,7,0,0
roman,Anubis,49,3.836734693877551,1.5458776595744683,74.20212765957447,0.017968996638712563,3.4694453774333343,0.4825394250921502,6,1,0
roman,Nuke,77,3.6103896103896105,0.9341158652025748,70.9928057553957,0.7180950638111678,1.7253781217670288,0.8856871639248957,7,0,0
jks,Dust2,43,5.255813953488372,1.4504846186262121,60.9203539823009,0.05913485140374805,2.789645027306112,0.5936214854787594,6,0,0
PKL,Dust2,70,6.371428571428571,1.160850068239423,80.09865470852019,0.33984590074661775,4.208461862267386,0.6484890476055583,8,0,0
PKL,Inferno,52,6.211538461538462,1.2206034116432947,62.250773993808025,0.2686534712529024,2.5483936175999427,0.8630128196735045,8,0,0
PKL,Mirage,70,5.428571428571429,1.1456903127383677,79.05263157894737,0.3823793553818176,1.769925307350071,0.9395962817357602,8,0,0
PKL,Nuke,69,4.333333333333333,1.226244343891403,83.3846153846154,0.19799078879980894,8.850327622013804,0.11518508348522133,7,0,0
t9rnay,Ancient,51,4.921568627450981,1.2178486055776894,60.89243027888447,0.2781480948169665,3.0499117821196733,0.6922909489513894,7,0,0
t9rnay,Dust2,44,4.704545454545454,1.2909785417368838,55.512077294686,0.19112959185813938,1.027762162736624,0.9055575248273704,6,0,0
t9rnay,Mirage,42,4.309523809523809,1.6694515563940175,68.44751381215471,0.00913265504172423,6.628622546542363,0.15686439488701684,6,1,0
t9rnay,Nuke,49,4.163265306122449,1.4446486928104576,69.34313725490196,0.04707008389760156,3.43089135926118,0.4884639609439094,6,1,0
sense,Ancient,66,4.742424242424242,1.4293929712460065,92.91054313099042,0.0262737671403295,2.89785860855258,0.7157293873636803,7,1,0
sense,Anubis,43,4.465116279069767,1.1768353174603177,49.42708333333334,0.4015838856631132,2.1131424653730435,0.7149582806202572,6,0,0
sense,Mirage,57,4.052631578947368,1.4489795918367345,81.14285714285714,0.03135361651925106,6.664858465010093,0.24678184470119954,7,1,0
riskyb0b,Ancient,153,6.091503267973856,1.3184012875536482,200.39699570815452,0.0103645988200651,6.3348816510702,0.6097749192345546,10,1,0
riskyb0b,Anubis,87,6.64367816091954,1.2880824012231433,110.77508650519032,0.07460502921657768,18.960010268718207,0.008313540017133041,9,0,1
riskyb0b,Dust2,95,5.705263157894737,1.0586480332888435,99.51291512915128,0.6578508705605228,6.8917851326912505,0.440233564025847,9,0,0
riskyb0b,Inferno,63,6.698412698412699,1.6596850634459563,102.9004739336493,0.0017029834496599672,8.62619225170142,0.1957176408593458,8,1,0
riskyb0b,Mirage,83,5.409638554216867,1.1228203596067143,92.07126948775058,0.4191252636708584,7.094734558920669,0.3121750453554523,8,0,0
Maden,Ancient,46,4.978260869565218,1.1738961669092673,52.825327510917035,0.39490047276960516,4.302103571983841,0.5067893855911378,7,0,0
Maden,Anubis,49,5.183673469387755,1.5406824146981626,73.95275590551181,0.018919084947816526,7.1873877193763285,0.2070729118082451,7,1,0
